Filename;ActivityName;Location;ReferenceProduct
8ca97c8d-e02c-4fa4-ba3b-0fff4d58b9e7_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;lath, hardwood, raw, kiln drying to u=20%;CA-QC;sawnwood, lath, hardwood, raw, dried (u=20%)
8cae6be0-8b4c-4ca3-8be5-0eb7b9829232_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;GR;electricity, high voltage
8caee4aa-8130-4571-a097-aced42e2da8e_69cbcb81-5233-4753-adbe-fd3275500901.spold;market for synthetic graphite, battery grade;CN;synthetic graphite, battery grade
8cb07201-219d-4ca6-8887-6c2a517546ca_e2abb158-bf1a-4dd9-932d-1b321e3813e6.spold;paris market carrot production;GLO;paris market carrot
8cb3c8bb-c767-458d-b1c2-85ec8118f21f_c0a7ba59-f9b5-45b5-8e1d-6e4e40ba86df.spold;transport, freight, lorry 3.5-7.5 metric ton, EURO3;RER;transport, freight, lorry 3.5-7.5 metric ton, EURO3
8cb57df4-df2e-43e1-9759-0a357d718490_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;IT;municipal solid waste
8cb9825f-62ab-4f84-838d-7cf2b6646194_db14b1bf-6c5e-4db1-833e-6bf331874714.spold;treatment of used double glazing, U<1.1W/m2K, collection for final disposal;CH;used double glazing, U<1.1W/m2K
8cb9c792-64ed-4740-ad56-b12a6ce64709_f4470cb4-f0f6-43d0-9e03-52bec610169f.spold;market for benzimidazole-compound;GLO;benzimidazole-compound
8cbec93a-4be0-48cb-9561-18e4a056afcb_450c5264-9840-472f-bf39-d4823f2262b5.spold;market for cement, alternative constituents 45%;RoW;cement, alternative constituents 45%
8cc18bcb-fbfb-4061-a059-e47d11ce4cff_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;CN-GS;electricity, high voltage
8cc871f5-49c4-4347-ae5d-7a4755845537_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, alpine region;IT;electricity, high voltage
8cce3082-7f20-47f3-af33-feb5614d1b95_1678381e-9cce-4a4a-abea-18bcb08bb9f8.spold;soft solder production, Sn97Cu3;RoW;soft solder, Sn97Cu3
8cd32133-9c88-493f-89a3-93e7da38212e_b5a47257-f6a7-4957-9411-9d8d7634855b.spold;market for used train, passenger, regional;GLO;used train, passenger, regional
8cd81cd3-4611-445f-b73e-7474e5f43ebb_1b4ebfef-d9b6-4e3b-bf86-10b5b1a85819.spold;maintenance, container ship;GLO;maintenance, container ship
8ce40ee2-8706-456f-8204-0bf578e0f765_884c48fb-56c9-44e5-a18e-b400b40cb2c4.spold;market for power block, solar tower power plant, 20 MW;GLO;power block, solar tower power plant, 20 MW
8ce42ec9-2d1c-4c76-8846-171b3b27201c_ca213807-7c00-4537-ac8c-23d39d0f2bd5.spold;corrugated board box production;CA-QC;corrugated board box
8cf483a0-f008-4857-844a-d3470f45a428_4a99e09a-1048-4a38-b2b3-15f4b0899e3d.spold;market for maize silage, organic;GLO;maize silage, organic
8cf52cd8-e66b-4c97-ab83-d3d8286233ae_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from monoammonium phosphate;CN;inorganic nitrogen fertiliser, as N
8cfb42ae-7d4d-46d5-885a-df287b0e46bd_663a4580-9fa2-4ec3-8174-5a18ed250015.spold;agricultural machinery production, unspecified;CH;agricultural machinery, unspecified
8cfe79f2-bd63-4fc7-9fed-0b18f523131a_014b2a3a-5685-44b8-89b7-34fb4a8d387c.spold;gas motor production, mini CHP plant;CH;gas motor, mini CHP plant
8cff8b70-09d6-4533-a89c-700d6d78ac2f_2a1db579-5d40-4d28-9b5a-c8ce7525b62d.spold;market for waste paint on wall;GLO;waste paint on wall
8d02150e-3ee0-4859-ab3e-70122e1f2a75_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;BR-Mid-western grid;electricity, high voltage
8d0aa286-1174-489a-8de2-c0b418d10ce5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, alpine region;RoW;electricity, high voltage
8d11813c-8b71-4cea-8bee-650434658585_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;AM;electricity, high voltage
8d1a7983-3c7a-4d70-8d6e-e394ebb6065d_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CN-LN;electricity, high voltage
8d1ea3e4-1633-4586-8ff7-ba9c09d522b2_b4cbfdca-29f0-4a59-8c59-47777a13e628.spold;market for elevator, hydraulic;GLO;elevator, hydraulic
8d1f3547-3c17-42e7-876c-c681c83858c5_b80eb2d5-1256-41bb-a61d-83252d0dfd4d.spold;diesel production, low-sulfur, petroleum refinery operation;PE;diesel, low-sulfur
8d1f92cb-192d-435c-bcdf-a8e1155e4c7f_33187006-ca03-4db5-bc5a-75a91024c3ef.spold;ceramic tile production;RoW;ceramic tile
8d1fd09c-b383-4479-bf03-b8e37c04bcf8_3372cdea-bef5-4186-9ae6-b67a016aa67d.spold;cottonseed oil refinery operation;US;soap
8d1fd09c-b383-4479-bf03-b8e37c04bcf8_55c80a3e-016d-4de4-b3d5-eda20b1b1675.spold;cottonseed oil refinery operation;US;cottonseed oil, refined
8d241454-10a6-4bda-90c6-8adffd1c5475_eedc0baf-8370-4ad6-91c8-9f22aeddb0e9.spold;market for condensate from light oil boiler;RoW;condensate from light oil boiler
8d26be48-cea6-437e-8484-f8bcbdb49426_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat production, softwood chips from forest, at furnace 50kW;RoW;heat, central or small-scale, other than natural gas
8d29f273-48cb-475b-8496-eda3fa6f29d7_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;FI;electricity, low voltage
8d2e9505-9909-48dd-a0a2-047e1aa0f5da_aefadd6b-01e9-48ff-b4a1-2c3c8e0d79ca.spold;maize grain, feed production;RoW;maize grain, feed
8d301b58-d15f-4c4f-8b6a-496d75c3e211_b4fe7649-79c8-48a4-a3aa-e14023ff35a7.spold;treatment of used capacitor, to hazardous waste incineration;RoW;used capacitor
8d35a277-cdc0-4510-bfad-0598109a8733_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;US-ASCC;electricity, high voltage
8d385868-2ee1-46d4-bebf-bbd56e40f6e8_e88c3a19-945a-4396-a107-37e3876b2f0a.spold;treatment of waste mineral plaster, sorting plant;RoW;waste mineral plaster
8d398e77-9023-4666-88a2-18e521144e24_27299f2c-5571-422a-8c7d-c0f8498b5704.spold;primary zinc production from concentrate;CA-QC;cadmium sludge from zinc electrolysis
8d398e77-9023-4666-88a2-18e521144e24_3a07b27c-f6fb-429a-b8b8-04c9e2fcddd7.spold;primary zinc production from concentrate;CA-QC;copper cake
8d398e77-9023-4666-88a2-18e521144e24_8234f6bf-7046-4ef2-bc74-958ceb01b56c.spold;primary zinc production from concentrate;CA-QC;sulfur dioxide, liquid
8d398e77-9023-4666-88a2-18e521144e24_9d63da75-8289-4b96-a900-67ec3bd40a16.spold;primary zinc production from concentrate;CA-QC;sulfuric acid
8d398e77-9023-4666-88a2-18e521144e24_dae5718b-c433-4bd9-9deb-eb3ffc2c889e.spold;primary zinc production from concentrate;CA-QC;zinc
8d3c2d60-6e59-466f-b947-ebd083f2891c_9d447e1a-a41a-43ac-b374-d0fc6dcb61df.spold;liquefied petroleum gas production, petroleum refinery operation;ZA;liquefied petroleum gas
8d3dd7b9-6a5c-44d6-a119-6b8836734c6e_3368a0a2-0afa-4d18-aacd-7761dabc7112.spold;market for printing ink, rotogravure, without solvent, in 55% toluene solution state;RER;printing ink, rotogravure, without solvent, in 55% toluene solution state
8d3fe80f-7d12-42c6-b736-6bd2408f090d_1b30b018-ac39-41f4-a9e0-92057eef8bb8.spold;clinker production;RoW;waste mineral oil
8d49960a-f7f2-473a-b552-7c2c16b2dcee_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;BR-MS;land tenure, arable land, measured as carbon net primary productivity, perennial crop
8d4d4117-a1ea-49b5-9ffc-cc4cfbce0196_24f97b30-3d67-4365-9c84-341a83a053f1.spold;market for iceberg lettuce;GLO;iceberg lettuce
8d4f076d-a936-4b03-bc9c-4841ee001c60_161c0aa4-08cb-4ecd-bef7-a222b221595d.spold;toner module production, laser printer, colour;GLO;toner module, laser printer, colour
8d5343a6-ed01-497e-8645-e7acf1217601_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;AZ;electricity, low voltage
8d55e352-5db8-4eb4-b1ae-d4dc04c7e7d9_1c819f15-1202-4fa9-8ef9-72196c2dfb85.spold;market for apple;GLO;apple
8d5bd378-963c-4de7-b6dc-bc20e309540c_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;RU;heat, district or industrial, natural gas
8d5bd378-963c-4de7-b6dc-bc20e309540c_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;RU;electricity, high voltage
8d5c5833-c4de-49e6-830f-eece09d2381d_c5dc418f-3f77-43e6-8725-5032e6c99c8c.spold;market for silicon tetrachloride;DE;silicon tetrachloride
8d601346-ebcb-4b41-90cd-ed9118c5f74b_893fa727-fdac-482e-841d-679197590b4c.spold;market for diode, auxilliaries and energy use;GLO;diode, auxilliaries and energy use
8d61a2c9-30b5-47d0-8b30-10800d616dba_d5aaf8f4-2ce9-436b-b0bc-59c1839281d0.spold;treatment of aluminium in car shredder residue, municipal incineration;RoW;aluminium in car shredder residue
8d6293aa-4d87-4edf-99ae-cf773b5fc1e8_812fbc21-cd00-46f5-89ed-7312a2e98798.spold;market for anaerobic digestion plant, agricultural;GLO;anaerobic digestion plant, agricultural
8d63130d-71fb-4b6a-bc47-602395fcc627_b701e14a-c19d-4685-8b9d-6630f1b9dde4.spold;beam, hardwood, raw, kiln drying to u=10%;CA-QC;sawnwood, beam, hardwood, raw, dried (u=10%)
8d687fbc-b305-459c-b762-765408c6ca23_e349df37-4d2f-4654-bd54-6c68e03b6197.spold;geothermal power plant construction;CR;geothermal power plant, 5.5MWel
8d68c3e0-598f-4d0b-b4d8-bd89029798f3_ee02b2e7-9c42-4fe3-904b-2a4a6f221656.spold;ethoxylated alcohol (AE7) production, palm kernel oil;RoW;ethoxylated alcohol (AE7)
8d69301e-f661-431d-84c2-b46ac6a7f4cf_f34f8cab-8343-4e5b-89df-be2deada9b1f.spold;wheat grain, feed production;CA-QC;wheat grain, feed
8d6afd02-f8c7-40cd-b29f-aeee40bb7ede_474e7001-a158-4379-8793-e02f0c14bbfe.spold;dysprosium oxide to generic market for mischmetal;GLO;mischmetal
8d6ca8ac-d1b8-48ef-ba55-5c2c7e6a112b_d0123246-cb50-447f-8df1-74e1119a2114.spold;uranium production, centrifuge, enriched 3.8%;RU;uranium, enriched 3.8%, per separative work unit
8d7053a1-f1c2-4f6c-b1da-d95676cc2c88_8ed69bc7-09fe-420a-a282-014cbf5f278f.spold;aluminium turning, primarily roughing, computer numerical controlled;RER;aluminium removed by turning, primarily roughing, computer numerical controlled
8d713721-a146-497a-ad10-ee32d7f6ce97_bef3be43-1038-4afc-9879-0f1d647c77f4.spold;mercerizing, textile;RoW;mercerizing, textile
8d7b2da6-db29-4a04-b489-07c26779e8ff_fdda1ac2-2b57-49a4-a1df-d6849cdf7b38.spold;market for wind turbine, 2.3MW, onshore;GLO;wind turbine, 2.3MW, onshore
8d7e146f-8949-463f-a4cd-79e760fadfcb_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;MX;electricity, high voltage
8d803071-bb43-403c-8e70-84048b29c7c8_d187adaf-a08d-4f75-a1ba-bb46c4597f45.spold;market for powder coat, steel;GLO;powder coat, steel
8d840c7f-3da8-40fe-bc79-82c2f8b98271_aaa1fb85-4e0e-426e-808a-35987bd8d486.spold;2-butanol production by hydration of butene;RER;butane
8d840c7f-3da8-40fe-bc79-82c2f8b98271_dab51c45-3349-4fbf-8dbc-cc97ffdd57df.spold;2-butanol production by hydration of butene;RER;2-butanol
8d85f32d-4189-4af6-be11-b6a58a451815_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;AU;electricity, high voltage
8d86b731-ef12-4774-964e-58773ec4fe5e_528b3e64-8ac5-4358-bfee-c8d9276bb235.spold;industrial furnace production, coal, 1-10MW;RER;industrial furnace, coal, 1-10MW
8d86e684-8f60-4e9f-be92-fd0d1f09b8e2_3685d0f1-3ac5-420b-8823-bf6b8cbc38e4.spold;market for wastewater from hard fibreboard production;GLO;wastewater from hard fibreboard production
8d8bbf7d-6a3e-45ff-82e4-d3eb888b06fd_760a7b1e-b405-4f8a-ad37-f032f36c02c0.spold;market for flattened bamboo;RoW;flattened bamboo
8d8db3e8-4a3e-4ada-8abd-70f06d662dbe_7deb8cd6-8e29-4f14-aae0-b1dd046ad038.spold;market for concrete, 40MPa;RoW;concrete, 40MPa
8d92f59e-24d5-4382-a92f-ac27acb039eb_c4756c70-abaf-41bf-a341-b33fc8221ac7.spold;o-aminophenol production;RoW;o-aminophenol
8d94dc3e-bf08-4c4e-ab74-d0bfe84c25bb_86cacbf8-b1a0-42ad-b7de-d2df65bd3a57.spold;indium rich leaching residues, from zinc production stockpiling;US;indium rich leaching residues, from zinc production stockpiling
8d98967c-a9f2-4683-b665-f7176a363857_7c4dafff-fe18-45c0-92e4-857950032abb.spold;nutrient supply from potassium nitrate;RoW;inorganic potassium fertiliser, as K2O
8d9bee9f-62c6-4b6c-9f85-cd4052f4c595_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;CA-ON;electricity, high voltage
8d9fd672-bbd8-4e70-a066-694d1baf6647_144f9ab3-ef81-42e7-bc3f-da3cee55aafc.spold;market for cement, portland fly ash cement 6-20%;RoW;cement, portland fly ash cement 6-20%
8da33c74-87dd-4def-9019-f960f7adf05f_7fbaae23-bfff-48eb-b0cb-925c7b11d213.spold;market for cyclohexanol;RoW;cyclohexanol
8da6bd22-c44e-472f-91c4-b89e94073186_77146dac-6e34-40e3-9d55-db579103ef52.spold;casting, brass;CH;casting, brass
8da803b4-b843-4ccb-a123-e56d91eaa28b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;SK;electricity, high voltage
8da8471e-40fb-49c8-8c0c-789ac27052b7_2aba3a52-582c-4e59-8b14-1008fb027e02.spold;cement production, pozzolana and fly ash 5-15%;US;cement, pozzolana and fly ash 5-15%
8da922f7-63b3-4b97-b01f-1735f93a46b8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;LT;electricity, high voltage
8da96ed3-1826-4d4b-84d0-deacea2b2b71_397aa683-8e6b-4ec7-83e7-7366f9b03a5a.spold;impact extrusion of steel, cold, 2 strokes;RER;impact extrusion of steel, cold, 2 strokes
8dab80cd-53a4-455b-8e01-47161220610e_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;CN-SGCC;electricity, low voltage
8dab8e77-06bb-4cb7-88b4-5f358dfc64ff_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CN-JX;electricity, high voltage
8db8776a-879d-4742-a0d3-96be6d85d1f5_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;market for waste glass;BG;waste glass
8dbbbc71-2d31-4e3f-82dd-b3e50244395f_15c3e723-ae09-4f1c-8e54-515c27fab3ce.spold;printed wiring board production, mounted mainboard, desktop computer, Pb free;GLO;printed wiring board, mounted mainboard, desktop computer, Pb free
8dbf6a86-81b7-46c2-98af-6f08407439dd_7fbe7184-9e9e-4a21-bd42-fa630266af1d.spold;battery production, lead acid, rechargeable, stationary;US;battery, lead acid, rechargeable, stationary
8dc74058-d87c-4a6a-a6a5-29ece63b0d84_026c1068-871f-57e5-8fda-30d989615214.spold;market for container, for collection of post-consumer waste plastic for recycling;US;container, for collection of post-consumer waste plastic for recycling
8dc98883-4d26-4e39-8dae-104a04750f76_1f1eca90-d90c-40ea-bcbb-1c821e3bfa0d.spold;perlite quarry operation;DE;perlite
8dcc5267-87d4-4ed3-8b77-5fb0878e36a0_0e3da9a5-fcfd-4bff-82d6-d45e8b7add39.spold;aluminium hydroxide factory construction;RER;aluminium hydroxide factory
8dcf671d-7861-406e-a0f9-55b345287cf1_8ddc8009-4733-49e9-8a4e-a1081d05eb8b.spold;market for transport, freight, lorry >32 metric ton, EURO1;BR;transport, freight, lorry >32 metric ton, EURO1
8dd25f48-cfa6-4497-bf44-4e272014730b_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;market group for irrigation;GLO;irrigation
8ddefc38-bb8f-4603-b110-889a0938c87c_026c1068-871f-57e5-8fda-30d989615214.spold;container production, for collection of post-consumer waste plastic for recycling;RoW;container, for collection of post-consumer waste plastic for recycling
8de259f4-8936-49ec-b746-bd5392b71f08_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;BR-Mid-western grid;electricity, medium voltage
8debf413-becd-42c6-9d03-5b4d1ec17f67_44ea8a61-e589-4693-9d8c-03c5d7aa08f7.spold;recultivation, bauxite mine;GLO;recultivation, bauxite mine
8deda810-10dc-4311-b520-1aeece2717b9_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CN-JS;electricity, high voltage
8df889ac-2539-4e36-9ee2-748177622ce0_d8afdb35-66b5-4967-ad31-3c75984b852c.spold;market for uranium conversion facility;GLO;uranium conversion facility
8dfa3389-be8f-4239-a6ad-544952c477c7_7ee0ddc3-924d-4339-b9bf-7856af6a698f.spold;market for waste polyethylene;IE;waste polyethylene
8dfaba01-c8bd-4989-a401-cb66d353807b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CI;electricity, high voltage
8e0050fc-0475-4743-941c-149aeae97f46_1f9d8150-57b5-4e5f-a9bf-b71cbb1be302.spold;flyash brick production;RoW;flyash brick
8e00722a-3352-473d-b8da-fcc1347cb63d_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-LN;electricity, low voltage
8e0554b6-f807-440f-9438-e5c3114b996b_73b696b4-b3e3-4f6c-ab3f-3251783d4cdb.spold;heat and power co-generation unit construction, 500kW electrical, components for heat only;RoW;heat and power co-generation unit, 500kW electrical, components for heat only
8e065e8b-5da9-477f-a78c-c02c33589031_07b011dc-4f15-4954-8791-f24aa55616de.spold;exhaust air roof hood production, steel, DN 400;CH;exhaust air roof hood, steel, DN 400
8e07f109-56a8-4fac-972d-2fa9cbbce594_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;CA-YK;electricity, medium voltage
8e097381-558e-4303-b192-24e56db04f49_eb6005d7-b85d-4bb5-b509-c37cba6cfede.spold;treatment of basic oxygen furnace waste, residual material landfill;RoW;basic oxygen furnace waste
8e0c82ba-f910-44ca-acf1-34b8ac768516_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;market for land tenure, arable land, measured as carbon net primary productivity, forest, intensive;BR-SC;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
8e0e50b0-dc4a-4fc9-bfca-850ee08d3b4b_58b3db4e-19b8-43f2-8545-55229a5ee6e4.spold;cable production, three-conductor cable;GLO;cable, three-conductor cable
8e117e0a-8504-46db-8527-3f2d3e009560_e63aa910-8938-49f1-ac0e-abfa111b3039.spold;treatment of sulfidic tailings, generic, tailings impoundment;GLO;sulfidic tailings, generic
8e1548f7-f8f2-4671-ae9b-04e17a8f158b_fe8e025f-14c8-4abd-86df-1797ab26d3db.spold;sulfur production, petroleum refinery operation;IN;sulfur
8e1a9811-36ca-4546-8087-dc9ddd73e64d_2a609c28-8598-4480-9171-31df2a3491a9.spold;natural stone plate production, grounded;CH;natural stone plate, grounded
8e220657-91ad-44f6-9622-9a07c3f19249_8837b0f4-b83c-4bdb-9bab-2d01a0aeecff.spold;heat and power co-generation unit construction, 1MWel;CH;heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth
8e26c913-6d1d-4a70-bf6c-dd8c613c55e6_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CN-NM;electricity, high voltage
8e346eaf-b3b6-4698-84ba-95e35ea41735_87511127-88e4-4ba4-8a22-711768510342.spold;market for SOx retained, in lignite flue gas desulfurisation;GLO;SOx retained, in lignite flue gas desulfurisation
8e3c91d8-99fc-4041-be98-55dc8418ac82_e2d6dd95-4200-4497-901a-eaf6eaff4276.spold;cathode production, NCA, for Li-ion battery;RoW;cathode, NCA, for Li-ion battery
8e3e2890-dbc8-4b96-a131-612cec6eaff5_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;XK;electricity, medium voltage
8e4b2ca5-b0e0-40c9-8e0e-4697d96c06ee_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;JP;electricity, high voltage
8e509df0-ae76-4510-bb79-b1a1f14e7c09_54186f39-acc2-4c84-95e7-fbb067bde4cd.spold;fertilising, by rig fertiliser, sugarcane;BR;fertilising, by rig fertiliser, sugarcane
8e5b50aa-9e7e-42c3-a5bb-5559dca97076_6e494138-d8ce-5102-9486-28910172975f.spold;ferrous metal, in mixed metal scrap, Recycled Content cut-off;GLO;ferrous metal, in mixed metal scrap
8e615df9-4948-413e-a49d-226ace331828_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;SK;electricity, high voltage
8e615df9-4948-413e-a49d-226ace331828_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;SK;heat, district or industrial, other than natural gas
